Year,Region Name,Country Code,Country Name,Total Number of Deaths,Number of Deaths Per 100000 of Population,World Bank Classification Region,World Bank Income Classification,Income Classification Code
2020,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1,69.3,Latin America & Caribbean,Upper middle income,UMIC
2020,North America and the Caribbean,TTO,Trinidad and Tobago,1,1.4,Latin America & Caribbean,High income,HIC
2020,North America and the Caribbean,USA,United States of America,22,0.5,North America,High income,HIC
2020,Oceania,AUS,Australia,2,0.4,East Asia & Pacific,High income,HIC
2021,Africa,MUS,Mauritius,1,1.9,Sub-Saharan Africa,Upper middle income,UMIC
2021,Asia,ARM,Armenia,0,0,Europe & Central Asia,Upper middle income,UMIC
2021,Africa,SYC,Seychelles,0,0,Sub-Saharan Africa,High income,HIC
2021,Asia,CYP,Cyprus,0,0,Europe & Central Asia,High income,HIC
2021,Asia,GEO,Georgia,0,0,Europe & Central Asia,Upper middle income,UMIC
2021,Asia,ISR,Israel,0,0,Middle East & North Africa,High income,HIC
2021,Asia,JPN,Japan,2,0.1,East Asia & Pacific,High income,HIC
2021,Asia,KAZ,Kazakhstan,3,0.5,Europe & Central Asia,Upper middle income,UMIC
2021,Asia,KOR,Republic of Korea,0,0,East Asia & Pacific,High income,HIC
2021,Asia,KGZ,Kyrgyzstan,3,1,Europe & Central Asia,Lower middle income,LMIC
2021,Asia,LBN,Lebanon,0,0,Middle East & North Africa,Lower middle income,LMIC
2021,Asia,MDV,Maldives,0,0,South Asia,Upper middle income,UMIC
2021,Asia,MNG,Mongolia,2,1.7,East Asia & Pacific,Upper middle income,UMIC
2021,Asia,OMN,Oman,1,0.3,Middle East & North Africa,High income,HIC
2021,Asia,QAT,Qatar,1,0.9,Middle East & North Africa,High income,HIC
2021,Asia,SAU,Saudi Arabia,6,0.9,Middle East & North Africa,High income,HIC
2021,Asia,SGP,Singapore,0,0,East Asia & Pacific,High income,HIC
2021,Asia,TUR,Turkey,15,0.9,Europe & Central Asia,Upper middle income,UMIC
2021,Asia,TJK,Tajikistan,0,0,Europe & Central Asia,Lower middle income,LMIC
2021,Asia,THA,Thailand,2,0.4,East Asia & Pacific,Upper middle income,UMIC
2021,Asia,UZB,Uzbekistan,10,0.4,Europe & Central Asia,Lower middle income,LMIC
2021,Central and South America,ARG,Argentina,9,0.5,Latin America & Caribbean,Upper middle income,UMIC
2021,Central and South America,BLZ,Belize,0,0,Latin America & Caribbean,Upper middle income,UMIC
2021,Central and South America,BRA,Brazil,226,6.2,Latin America & Caribbean,Upper middle income,UMIC
2021,Central and South America,CHL,Chile,0,0,Latin America & Caribbean,High income,HIC
2021,Central and South America,COL,Colombia,311,32.3,Latin America & Caribbean,Upper middle income,UMIC
2021,Central and South America,CRI,Costa Rica,2,1.9,Latin America & Caribbean,Upper middle income,UMIC
2021,Central and South America,ECU,Ecuador,33,7.4,Latin America & Caribbean,Upper middle income,UMIC
2021,Central and South America,GTM,Guatemala,141,21.1,Latin America & Caribbean,Upper middle income,UMIC
2021,Central and South America,MEX,Mexico,226,7,Latin America & Caribbean,Upper middle income,UMIC
2021,Central and South America,NIC,Nicaragua,45,29.8,Latin America & Caribbean,Lower middle income,LMIC
2021,Central and South America,PAN,Panama,45,33.8,Latin America & Caribbean,High income,HIC
2021,Central and South America,PRY,Paraguay,29,15.1,Latin America & Caribbean,Upper middle income,UMIC
2021,Central and South America,PER,Peru,69,6.9,Latin America & Caribbean,Upper middle income,UMIC
2021,Central and South America,URY,Uruguay,1,0.5,Latin America & Caribbean,High income,HIC
2021,Europe,AUT,Austria,0,0,Europe & Central Asia,High income,HIC
2021,Europe,BEL,Belgium,0,0,Europe & Central Asia,High income,HIC
2021,Europe,BIH,Bosnia and Herzegovina,0,0,Europe & Central Asia,Upper middle income,UMIC
2021,Europe,BGR,Bulgaria,0,0,Europe & Central Asia,High income,HIC
2021,Europe,HRV,Croatia,0,0,Europe & Central Asia,High income,HIC
2021,Europe,CZE,Czechia,0,0,Europe & Central Asia,High income,HIC
2021,Europe,DNK,Denmark,0,0,Europe & Central Asia,High income,HIC
2021,Europe,EST,Estonia,0,0,Europe & Central Asia,High income,HIC
2021,Europe,FIN,Finland,0,0,Europe & Central Asia,High income,HIC
2021,Europe,FRA,France,1,0,Europe & Central Asia,High income,HIC
2021,Europe,GRC,Greece,0,0,Europe & Central Asia,High income,HIC
2021,Europe,HUN,Hungary,1,0.3,Europe & Central Asia,High income,HIC
2021,Europe,ISL,Iceland,0,0,Europe & Central Asia,High income,HIC
2021,Europe,IRL,Ireland,0,0,Europe & Central Asia,High income,HIC
2021,Europe,ITA,Italy,1,0.2,Europe & Central Asia,High income,HIC
2021,Europe,LVA,Latvia,0,0,Europe & Central Asia,High income,HIC
2021,Europe,LTU,Lithuania,0,0,Europe & Central Asia,High income,HIC
2021,Europe,LUX,Luxembourg,0,0,Europe & Central Asia,High income,HIC
2021,Europe,MLT,Malta,0,0,Middle East & North Africa,High income,HIC
2021,Europe,NLD,Netherlands,0,0,Europe & Central Asia,High income,HIC
2021,Europe,MKD,North Macedonia,0,0,Europe & Central Asia,Upper middle income,UMIC
2021,Europe,POL,Poland,0,0,Europe & Central Asia,High income,HIC
2021,Europe,MDA,Republic of Moldova,0,0,Europe & Central Asia,Upper middle income,UMIC
2021,Europe,SRB,Serbia,1,1.6,Europe & Central Asia,Upper middle income,UMIC
2021,Europe,SVK,Slovakia,0,0,Europe & Central Asia,High income,HIC
2021,Europe,SVN,Slovenia,0,0,Europe & Central Asia,High income,HIC
2021,Europe,ESP,Spain,0,0,Europe & Central Asia,High income,HIC
2021,Europe,SWE,Sweden,0,0,Europe & Central Asia,High income,HIC
2021,Europe,CHE,Switzerland,0,0,Europe & Central Asia,High income,HIC
2021,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1,0.1,Europe & Central Asia,High income,HIC
2021,North America and the Caribbean,ATG,Antigua and Barbuda,0,0,Latin America & Caribbean,High income,HIC
2021,North America and the Caribbean,CAN,Canada,1,0.1,North America,High income,HIC
2021,North America and the Caribbean,CUB,Cuba,5,5,Latin America & Caribbean,Upper middle income,UMIC
2021,North America and the Caribbean,GRD,Grenada,0,0,Latin America & Caribbean,Upper middle income,UMIC
2021,North America and the Caribbean,PRI,Puerto Rico,0,0,Latin America & Caribbean,High income,HIC
2021,North America and the Caribbean,KNA,Saint Kitts and Nevis,0,0,Latin America & Caribbean,High income,HIC
2021,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,0,0,Latin America & Caribbean,Upper middle income,UMIC
2021,North America and the Caribbean,USA,United States of America,18,0.4,North America,High income,HIC
2021,Oceania,AUS,Australia,1,0.1,East Asia & Pacific,High income,HIC
2022,Africa,MUS,Mauritius,0,0,Sub-Saharan Africa,Upper middle income,UMIC
2022,Asia,ARM,Armenia,0,0,Europe & Central Asia,Upper middle income,UMIC
2022,Asia,CYP,Cyprus,0,0,Europe & Central Asia,High income,HIC
2022,Asia,ISR,Israel,0,0,Middle East & North Africa,High income,HIC
2022,Asia,JPN,Japan,2,0.1,East Asia & Pacific,High income,HIC
2022,Asia,KAZ,Kazakhstan,6,0.7,Europe & Central Asia,Upper middle income,UMIC
2022,Asia,KOR,Republic of Korea,0,0,East Asia & Pacific,High income,HIC
2022,Asia,KWT,Kuwait,0,0,Middle East & North Africa,High income,HIC
2022,Asia,KGZ,Kyrgyzstan,5,2.8,Europe & Central Asia,Lower middle income,LMIC
2022,Asia,MNG,Mongolia,3,2.2,East Asia & Pacific,Upper middle income,UMIC
2022,Asia,QAT,Qatar,0,0,Middle East & North Africa,High income,HIC
2022,Asia,SAU,Saudi Arabia,3,0.5,Middle East & North Africa,High income,HIC
2022,Asia,SGP,Singapore,0,0,East Asia & Pacific,High income,HIC
2022,Asia,TJK,Tajikistan,6,1.4,Europe & Central Asia,Lower middle income,LMIC
2022,Asia,TUR,Turkey,19,0.9,Europe & Central Asia,Upper middle income,UMIC
2022,Asia,UZB,Uzbekistan,3,0.3,Europe & Central Asia,Lower middle income,LMIC
2022,Central and South America,ARG,Argentina,7,0.7,Latin America & Caribbean,Upper middle income,UMIC
2022,Central and South America,BLZ,Belize,3,37.4,Latin America & Caribbean,Upper middle income,UMIC
2022,Central and South America,CHL,Chile,2,0.9,Latin America & Caribbean,High income,HIC
2022,Central and South America,CRI,Costa Rica,2,0.7,Latin America & Caribbean,Upper middle income,UMIC
2022,Central and South America,ECU,Ecuador,44,9.4,Latin America & Caribbean,Upper middle income,UMIC
2022,Central and South America,GTM,Guatemala,135,22.7,Latin America & Caribbean,Upper middle income,UMIC
2022,Central and South America,MEX,Mexico,214,6.6,Latin America & Caribbean,Upper middle income,UMIC
2022,Central and South America,NIC,Nicaragua,51,33.7,Latin America & Caribbean,Lower middle income,LMIC
2022,Central and South America,PAN,Panama,48,40.2,Latin America & Caribbean,High income,HIC
2022,Central and South America,PER,Peru,84,9.4,Latin America & Caribbean,Upper middle income,UMIC
2022,Central and South America,URY,Uruguay,2,4.4,Latin America & Caribbean,High income,HIC
2022,Europe,AUT,Austria,0,0,Europe & Central Asia,High income,HIC
2022,Europe,BIH,Bosnia and Herzegovina,0,0,Europe & Central Asia,Upper middle income,UMIC
2022,Europe,BGR,Bulgaria,2,0.9,Europe & Central Asia,High income,HIC
2022,Europe,CZE,Czechia,0,0,Europe & Central Asia,High income,HIC
2022,Europe,DNK,Denmark,0,0,Europe & Central Asia,High income,HIC
2022,Europe,EST,Estonia,0,0,Europe & Central Asia,High income,HIC
2022,Europe,FIN,Finland,0,0,Europe & Central Asia,High income,HIC
2022,Europe,FRA,France,4,0.4,Europe & Central Asia,High income,HIC
2022,Europe,GRC,Greece,1,0.3,Europe & Central Asia,High income,HIC
2022,Europe,HUN,Hungary,0,0,Europe & Central Asia,High income,HIC
2022,Europe,ISL,Iceland,0,0,Europe & Central Asia,High income,HIC
2022,Europe,IRL,Ireland,0,0,Europe & Central Asia,High income,HIC
2022,Europe,ITA,Italy,1,0.1,Europe & Central Asia,High income,HIC
2022,Europe,LVA,Latvia,0,0,Europe & Central Asia,High income,HIC
2022,Europe,LTU,Lithuania,1,4.4,Europe & Central Asia,High income,HIC
2022,Europe,LUX,Luxembourg,0,0,Europe & Central Asia,High income,HIC
2022,Europe,MLT,Malta,0,0,Middle East & North Africa,High income,HIC
2022,Europe,NLD,Netherlands,0,0,Europe & Central Asia,High income,HIC
2022,Europe,MKD,North Macedonia,0,0,Europe & Central Asia,Upper middle income,UMIC
2022,Europe,POL,Poland,0,0,Europe & Central Asia,High income,HIC
2022,Europe,PRT,Portugal,0,0,Europe & Central Asia,High income,HIC
2022,Europe,MDA,Republic of Moldova,1,3.8,Europe & Central Asia,Upper middle income,UMIC
2022,Europe,ROU,Romania,3,1.3,Europe & Central Asia,High income,HIC
2022,Europe,SRB,Serbia,1,0.4,Europe & Central Asia,Upper middle income,UMIC
2022,Europe,SVK,Slovakia,2,2.2,Europe & Central Asia,High income,HIC
2022,Europe,SVN,Slovenia,0,0,Europe & Central Asia,High income,HIC
2022,Europe,ESP,Spain,2,0.4,Europe & Central Asia,High income,HIC
2022,Europe,SWE,Sweden,0,0,Europe & Central Asia,High income,HIC
2022,Europe,CHE,Switzerland,0,0,Europe & Central Asia,High income,HIC
2022,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2,0.2,Europe & Central Asia,High income,HIC
2022,North America and the Caribbean,CAN,Canada,1,0.1,North America,High income,HIC
2022,North America and the Caribbean,DMA,Dominica,0,0,Latin America & Caribbean,Upper middle income,UMIC
2022,North America and the Caribbean,GRD,Grenada,0,0,Latin America & Caribbean,Upper middle income,UMIC
2022,North America and the Caribbean,PRI,Puerto Rico,0,0,Latin America & Caribbean,High income,HIC
2022,North America and the Caribbean,KNA,Saint Kitts and Nevis,0,0,Latin America & Caribbean,High income,HIC
2022,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,0,0,Latin America & Caribbean,Upper middle income,UMIC
2022,North America and the Caribbean,USA,United States of America,24,0.4,North America,High income,HIC
2022,Oceania,AUS,Australia,1,0.1,East Asia & Pacific,High income,HIC
2023,Africa,MUS,Mauritius,0,0,Sub-Saharan Africa,Upper middle income,UMIC
2023,Asia,ARM,Armenia,0,0,Europe & Central Asia,Upper middle income,UMIC
2023,Asia,GEO,Georgia,2,3,Europe & Central Asia,Upper middle income,UMIC
2023,Asia,KAZ,Kazakhstan,3,0.7,Europe & Central Asia,Upper middle income,UMIC
2023,Asia,KWT,Kuwait,0,0,Middle East & North Africa,High income,HIC
2023,Asia,KGZ,Kyrgyzstan,2,1.4,Europe & Central Asia,Lower middle income,LMIC
2023,Asia,LBN,Lebanon,0,0,Middle East & North Africa,Lower middle income,LMIC
2023,Asia,MNG,Mongolia,0,0,East Asia & Pacific,Upper middle income,UMIC
2023,Asia,QAT,Qatar,1,3.8,Middle East & North Africa,High income,HIC
2023,Asia,SAU,Saudi Arabia,7,0.9,Middle East & North Africa,High income,HIC
2023,Asia,TUR,Turkey,17,1.1,Europe & Central Asia,Upper middle income,UMIC
2023,Asia,THA,Thailand,2,0.4,East Asia & Pacific,Upper middle income,UMIC
2023,Asia,ARE,United Arab Emirates,0,0,Middle East & North Africa,High income,HIC
2023,Asia,UZB,Uzbekistan,8,0.3,Europe & Central Asia,Lower middle income,LMIC
2023,Europe,AUT,Austria,0,0,Europe & Central Asia,High income,HIC
2023,Europe,BIH,Bosnia and Herzegovina,0,0,Europe & Central Asia,Upper middle income,UMIC
2023,Europe,CZE,Czechia,0,0,Europe & Central Asia,High income,HIC
2023,Europe,HUN,Hungary,0,0,Europe & Central Asia,High income,HIC
2023,Europe,LVA,Latvia,0,0,Europe & Central Asia,High income,HIC
2023,Europe,LTU,Lithuania,0,0,Europe & Central Asia,High income,HIC
2023,Europe,LUX,Luxembourg,0,0,Europe & Central Asia,High income,HIC
2023,Europe,NLD,Netherlands,0,0,Europe & Central Asia,High income,HIC
2023,Europe,MKD,North Macedonia,0,0,Europe & Central Asia,Upper middle income,UMIC
2023,Europe,MDA,Republic of Moldova,2,5.2,Europe & Central Asia,Upper middle income,UMIC
2023,Europe,SRB,Serbia,0,0,Europe & Central Asia,Upper middle income,UMIC
2023,Europe,SVK,Slovakia,1,0.4,Europe & Central Asia,High income,HIC
2023,Europe,SVN,Slovenia,0,0,Europe & Central Asia,High income,HIC
2023,Europe,ESP,Spain,0,0,Europe & Central Asia,High income,HIC
2023,Europe,SWE,Sweden,0,0,Europe & Central Asia,High income,HIC
2023,Europe,CHE,Switzerland,0,0,Europe & Central Asia,High income,HIC
2023,North America and the Caribbean,GRD,Grenada,0,0,Latin America & Caribbean,Upper middle income,UMIC
2023,Oceania,AUS,Australia,1,0.1,East Asia & Pacific,High income,HIC
